genre,genre_id,movie_id
"Adventure",12,8367
"Comedy",35,9390
"Drama",18,9390
"Romance",10749,9390
"Comedy",35,2898
"Romance",10749,2898
"Comedy",35,10312
"Drama",18,10312
"Comedy",35,109443
"Comedy",35,2022
"Romance",10749,2022
"Thriller",53,37686
"Science Fiction",878,37686
"Mystery",9648,37686
"Drama",18,462
"Comedy",35,9919
"Romance",10749,9919
"Crime",80,187017
"Comedy",35,187017
"Action",28,187017
"Horror",27,628
"Romance",10749,628
"Comedy",35,10201
"Action",28,302699
"Comedy",35,302699
"Drama",18,9441
"Romance",10749,9441
"Comedy",35,274167
"Fantasy",14,224141
"Comedy",35,224141
"Music",10402,224141
"Thriller",53,9754
"Crime",80,388
"Drama",18,388
"Thriller",53,388
"Drama",18,2112
"Action",28,2112
"Thriller",53,2112
"Crime",80,2112
"Action",28,10329
"Adventure",12,10329
"Drama",18,10329
"Mystery",9648,10329
"Science Fiction",878,10329
"Thriller",53,10329
"Drama",18,74465
"Comedy",35,74465
"Family",10751,74465
"Action",28,13811
"Adventure",12,13811
"Drama",18,13811
"Mystery",9648,13811
"Science Fiction",878,13811
"Thriller",53,13811
"Comedy",35,6877
"Drama",18,10320
"Horror",27,10320
"Thriller",53,10320
"Comedy",35,50646
"Drama",18,50646
"Romance",10749,50646
"Animation",16,8920
"Comedy",35,8920
"Family",10751,8920
"Comedy",35,13673
"Family",10751,13673
"Drama",18,60308
"Action",28,6950
"Drama",18,6950
"Science Fiction",878,6950
"Thriller",53,6950
"Action",28,225574
"Thriller",53,225574
"Mystery",9648,225574
"Adventure",12,13836
"Family",10751,13836
"Fantasy",14,13836
"Science Fiction",878,13836
"Thriller",53,13836
"Action",28,13836
"Action",28,752
"Thriller",53,752
"Fantasy",14,752
"Action",28,6038
"Adventure",12,6038
"Comedy",35,6038
"Western",37,6038
"Adventure",12,9975
"Animation",16,9975
"Comedy",35,9975
"Family",10751,9975
"Comedy",35,11451
"Family",10751,11451
"Adventure",12,11451
"Fantasy",14,11451
"Romance",10749,11451
"Thriller",53,12103
"Fantasy",14,60304
"Horror",27,60304
"Action",28,60304
"Thriller",53,2251
"Drama",18,2251
"Action",28,46529
"Thriller",53,46529
"Science Fiction",878,46529
"Adventure",12,46529
"Drama",18,231
"Thriller",53,231
"Action",28,300671
"Drama",18,300671
"History",36,300671
"Thriller",53,300671
"War",10752,300671
"Romance",10749,228326
"Animation",16,228326
"Adventure",12,228326
"Comedy",35,228326
"Family",10751,228326
"Fantasy",14,228326
"Crime",80,10833
"Comedy",35,10833
"Romance",10749,10833
"Crime",80,66
"Drama",18,66
"Thriller",53,66
"Action",28,4421
"Drama",18,4421
"Drama",18,2649
"Thriller",53,2649
"Mystery",9648,2649
"Horror",27,588
"Mystery",9648,588
"Comedy",35,10393
"Action",28,6623
"Thriller",53,6623
"Comedy",35,71552
"Action",28,9631
"Adventure",12,9631
"Crime",80,9631
"Drama",18,9631
"Mystery",9648,9631
"Thriller",53,9631
"Action",28,216282
"Thriller",53,216282
"Action",28,306
"Comedy",35,306
"Crime",80,306
"Comedy",35,928
"Horror",27,928
"Fantasy",14,928
"Drama",18,205587
"Horror",27,1577
"Action",28,1577
"Science Fiction",878,1577
"Comedy",35,9801
"Romance",10749,9801
"Thriller",53,2116
"Crime",80,2116
"Drama",18,2116
"Action",28,9624
"Thriller",53,9624
"Adventure",12,14199
"Family",10751,14199
"Science Fiction",878,14199
"Drama",18,1907
"Adventure",12,1907
"Romance",10749,1907
"Thriller",53,1907
"Drama",18,4599
"Comedy",35,4599
"Romance",10749,4599
"Action",28,22832
"Crime",80,22832
"Thriller",53,22832
"Drama",18,10390
"Romance",10749,10390
"Drama",18,9879
"Thriller",53,9879
"Crime",80,9879
"Family",10751,38579
"Comedy",35,38579
"Drama",18,44603
"Fantasy",14,44603
"Crime",80,11892
"Drama",18,11892
"Thriller",53,11892
"Action",28,9691
"Adventure",12,9691
"Crime",80,9691
"Thriller",53,9691
"Crime",80,1248
"Drama",18,1248
"Thriller",53,1248
"Comedy",35,12220
"Drama",18,12220
"Romance",10749,12220
"Action",28,72710
"Adventure",12,72710
"Romance",10749,72710
"Science Fiction",878,72710
"Thriller",53,72710
"Action",28,10782
"Drama",18,10782
"Mystery",9648,10782
"Thriller",53,10782
"Crime",80,10782
"Crime",80,9573
"Drama",18,9573
"Mystery",9648,9573
"Thriller",53,9573
"Drama",18,4959
"Thriller",53,4959
"Crime",80,4959
"Action",28,10061
"Adventure",12,10061
"Science Fiction",878,10061
"Thriller",53,10061
"Adventure",12,10386
"Animation",16,10386
"Family",10751,10386
"Fantasy",14,10386
"Science Fiction",878,10386
"Adventure",12,421
"Comedy",35,421
"Drama",18,421
"War",10752,316152
"Action",28,316152
"Drama",18,316152
"History",36,316152
"Thriller",53,316152
"Drama",18,11615
"Thriller",53,11615
"Crime",80,11615
"Comedy",35,13498
"Action",28,13498
"Action",28,241554
"Crime",80,241554
"Drama",18,241554
"Mystery",9648,241554
"Thriller",53,241554
"Drama",18,10533
"History",36,10533
"Romance",10749,10533
"Thriller",53,2252
"Crime",80,2252
"Mystery",9648,2252
"Action",28,11968
"Thriller",53,11968
"Adventure",12,11968
"Crime",80,11968
"Adventure",12,10047
"Drama",18,10047
"Action",28,10047
"History",36,10047
"War",10752,10047
"Comedy",35,38319
"Drama",18,69668
"Thriller",53,69668
"Mystery",9648,69668
"Action",28,9770
"Drama",18,9770
"Thriller",53,9770
"Action",28,11212
"Adventure",12,11212
"Comedy",35,11212
"Family",10751,11212
"Drama",18,38363
"Thriller",53,38363
"Action",28,9923
"Crime",80,9923
"Action",28,11863
"Thriller",53,11863
"Mystery",9648,11863
"Romance",10749,11863
"Action",28,18501
"Thriller",53,18501
"Science Fiction",878,18501
"Fantasy",14,109491
"Drama",18,109491
"Romance",10749,109491
"Comedy",35,9275
"Crime",80,9275
"Drama",18,9275
"Thriller",53,9275
"Comedy",35,329833
"Drama",18,28902
"Thriller",53,28902
"Comedy",35,12634
"Crime",80,12634
"Comedy",35,10416
"Drama",18,10416
"Romance",10749,10416
"Science Fiction",878,10416
"Fantasy",14,47327
"Thriller",53,47327
"Action",28,47327
"Crime",80,47327
"Action",28,15268
"Adventure",12,15268
"Science Fiction",878,15268
"Thriller",53,15268
"Action",28,10796
"Science Fiction",878,10796
"Thriller",53,10796
"Action",28,9548
"Comedy",35,9548
"Thriller",53,9548
"Crime",80,9548
"Mystery",9648,9548
"Drama",18,271331
"Drama",18,18947
"Comedy",35,18947
"Thriller",53,1900
"Drama",18,1900
"Crime",80,1900
"Adventure",12,89
"Action",28,89
"Drama",18,96724
"Romance",10749,96724
"Crime",80,198184
"Action",28,198184
"Science Fiction",878,198184
"Drama",18,9481
"Mystery",9648,9481
"Thriller",53,9481
"Crime",80,9481
"Crime",80,4547
"Drama",18,4547
"Thriller",53,4547
"Horror",27,53953
"Action",28,6415
"Adventure",12,6415
"Comedy",35,6415
"Crime",80,181283
"Thriller",53,181283
"Adventure",12,9896
"Comedy",35,9896
"Drama",18,167
"Science Fiction",878,167
"Comedy",35,11232
"Fantasy",14,11232
"Romance",10749,11232
"Science Fiction",878,11232
"Fantasy",14,1636
"Comedy",35,1636
"Romance",10749,1636
"Music",10402,2148
"Drama",18,2148
"Crime",80,2148
"Romance",10749,2148
"Western",37,5176
"Thriller",53,260346
"Action",28,260346
"Romance",10749,1389
"Comedy",35,1389
"Crime",80,1389
"Comedy",35,9894
"Drama",18,9894
"Thriller",53,9894
"Drama",18,7504
"Drama",18,913
"Crime",80,913
"Romance",10749,913
"Comedy",35,11091
"Drama",18,11091
"Romance",10749,11091
"Action",28,1368
"Adventure",12,1368
"Thriller",53,1368
"War",10752,1368
"Drama",18,593
"Science Fiction",878,593
"Adventure",12,593
"Mystery",9648,593
"Animation",16,5393
"Comedy",35,5393
"Family",10751,5393
"Fantasy",14,5393
"Science Fiction",878,5393
"Drama",18,9095
"Horror",27,9095
"Thriller",53,9095
"Romance",10749,9095
"Action",28,322194
"Thriller",53,322194
"Mystery",9648,322194
"Comedy",35,8874
"Romance",10749,8874
"Comedy",35,11467
"Romance",10749,11467
"Crime",80,320
"Mystery",9648,320
"Thriller",53,320
"Science Fiction",878,199
"Action",28,199
"Adventure",12,199
"Thriller",53,199
"Action",28,20533
"Western",37,20533
"Drama",18,20533
"Fantasy",14,20533
"Thriller",53,20533
"Drama",18,10684
"Thriller",53,10684
"Mystery",9648,10684
"War",10752,10684
"Comedy",35,1624
"Fantasy",14,888
"Comedy",35,888
"Family",10751,888
"Action",28,82675
"Crime",80,82675
"Thriller",53,82675
"Comedy",35,4256
"Comedy",35,1493
"Crime",80,1493
"Action",28,1493
"Action",28,88751
"Science Fiction",878,88751
"Adventure",12,88751
"Comedy",35,88751
"Family",10751,88751
"Comedy",35,11130
"Drama",18,11130
"Family",10751,11130
"Romance",10749,11130
"Drama",18,9944
"Mystery",9648,9944
"Thriller",53,9944
"Crime",80,9944
"Drama",18,94072
"Drama",18,10731
"Thriller",53,10731
"Crime",80,10731
"Mystery",9648,10731
"Drama",18,7350
"Comedy",35,7350
"Drama",18,9869
"Action",28,9869
"Thriller",53,9869
"Crime",80,9869
"Romance",10749,4379
"Comedy",35,4379
"Drama",18,146233
"Thriller",53,146233
"Crime",80,146233
"Action",28,2034
"Crime",80,2034
"Drama",18,2034
"Thriller",53,2034
"Drama",18,64499
"Comedy",35,926
"Family",10751,926
"Science Fiction",878,926
"Comedy",35,4248
"Comedy",35,64328
"Family",10751,64328
"Music",10402,64328
"Horror",27,36647
"Action",28,36647
"Drama",18,7214
"Action",28,1537
"Adventure",12,1537
"Crime",80,1537
"Thriller",53,1537
"Adventure",12,9360
"Horror",27,9360
"Thriller",53,9360
"Comedy",35,508
"Romance",10749,508
"Drama",18,508
"Adventure",12,9487
"Animation",16,9487
"Comedy",35,9487
"Family",10751,9487
"Horror",27,768
"Mystery",9648,768
"Thriller",53,768
"Action",28,2636
"Thriller",53,2636
"Comedy",35,10478
"Drama",18,10478
"Romance",10749,10478
"Comedy",35,27983
"Drama",18,27983
"Family",10751,27983
"Romance",10749,9981
"Comedy",35,9981
"Family",10751,9981
"Comedy",35,315664
"Drama",18,315664
"Adventure",12,7453
"Comedy",35,7453
"Family",10751,7453
"Science Fiction",878,7453
"Comedy",35,15045
"Drama",18,15045
"Family",10751,15045
"Horror",27,7737
"Action",28,7737
"Science Fiction",878,7737
"Comedy",35,232672
"Adventure",12,17379
"Comedy",35,17379
"Drama",18,17379
"Action",28,8987
"Adventure",12,8987
"Crime",80,8987
"Thriller",53,8987
"Adventure",12,11359
"Family",10751,11359
"Fantasy",14,11359
"Comedy",35,259694
"Romance",10749,259694
"Crime",80,82525
"Drama",18,82525
"Thriller",53,82525
"Action",28,9759
"Adventure",12,9759
"Crime",80,9759
"Thriller",53,9759
"Adventure",12,9486
"Action",28,9486
"Comedy",35,9486
"Fantasy",14,9906
"Adventure",12,9906
"Animation",16,9906
"Comedy",35,9906
"Family",10751,9906
"Action",28,841
"Science Fiction",878,841
"Adventure",12,841
"Adventure",12,4688
"Drama",18,4688
"Music",10402,4688
"Romance",10749,4688
"Drama",18,62837
"Family",10751,62837
"Drama",18,4148
"Romance",10749,4148
"Action",28,2207
"Adventure",12,2207
"Crime",80,2207
"Thriller",53,2207
"Action",28,9381
"Adventure",12,9381
"Science Fiction",878,9381
"Thriller",53,9381
"Action",28,9625
"Adventure",12,9625
"Crime",80,9625
"Drama",18,9625
"Thriller",53,9625
"Comedy",35,9304
"Fantasy",14,9304
"Science Fiction",878,9304
"Adventure",12,20856
"Comedy",35,20856
"Family",10751,20856
"Fantasy",14,20856
"Science Fiction",878,20856
"Crime",80,5955
"Drama",18,5955
"Mystery",9648,5955
"Thriller",53,5955
"Comedy",35,9899
"Music",10402,9899
"Adventure",12,9826
"Action",28,9826
"Drama",18,21355
"Romance",10749,21355
"Western",37,21355
"History",36,10858
"Drama",18,10858
"Thriller",53,11439
"Mystery",9648,11439
"Adventure",12,9457
"Action",28,9457
"Horror",27,9457
"Science Fiction",878,9457
"Drama",18,12412
"War",10752,12412
"Action",28,1494
"Drama",18,1494
"Fantasy",14,1494
"Action",28,13184
"Crime",80,13184
"Thriller",53,13184
"Action",28,2185
"Comedy",35,2185
"Thriller",53,2185
"Drama",18,6639
"Romance",10749,6639
"Action",28,38153
"Thriller",53,38153
"Crime",80,58233
"Adventure",12,58233
"Action",28,58233
"Comedy",35,58233
"Thriller",53,58233
"Animation",16,116977
"Action",28,116977
"Comedy",35,116977
"Family",10751,116977
"Drama",18,68734
"Thriller",53,68734
"Adventure",12,5503
"Action",28,5503
"Thriller",53,5503
"Crime",80,5503
"Mystery",9648,5503
"Action",28,27573
"Action",28,1428
"Crime",80,819
"Drama",18,819
"Thriller",53,819
"Action",28,1369
"Adventure",12,1369
"Thriller",53,1369
"War",10752,1369
"Drama",18,9623
"Thriller",53,9623
"Animation",16,10895
"Family",10751,10895
"Action",28,10935
"Drama",18,10935
"History",36,10935
"Western",37,10935
"Fantasy",14,834
"Action",28,834
"Science Fiction",878,834
"Thriller",53,834
"Drama",18,228066
"Science Fiction",878,228066
"Thriller",53,228066
"Drama",18,711
"Comedy",35,10468
"Drama",18,10468
"Action",28,10027
"Crime",80,10027
"Romance",10749,11812
"Comedy",35,11812
"Drama",18,37233
"Mystery",9648,37233
"Thriller",53,37233
"Drama",18,37950
"Action",28,27582
"Thriller",53,27582
"Crime",80,27582
"Action",28,64688
"Comedy",35,64688
"Crime",80,64688
"Romance",10749,509
"Comedy",35,509
"Drama",18,509
"Animation",16,7443
"Comedy",35,7443
"Family",10751,7443
"Comedy",35,25189
"Drama",18,25189
"Romance",10749,25189
"Comedy",35,5966
"Romance",10749,5966
"Comedy",35,11066
"Romance",10749,11066
"Action",28,136795
"Comedy",35,136795
"Crime",80,136795
"Drama",18,8095
"History",36,8095
"Romance",10749,8095
"Comedy",35,87826
"Drama",18,11560
"Mystery",9648,11560
"Thriller",53,11560
"Crime",80,11560
"Drama",18,2637
"Horror",27,2637
"Mystery",9648,2637
"Comedy",35,18480
"Adventure",12,709
"Action",28,709
"Thriller",53,709
"Fantasy",14,49730
"Thriller",53,49730
"Horror",27,49730
"Action",28,2749
"Crime",80,2749
"Thriller",53,2749
"Action",28,49527
"Thriller",53,49527
"Crime",80,49527
"Adventure",12,9607
"Comedy",35,9607
"Family",10751,9607
"Fantasy",14,9607
"Crime",80,1830
"Drama",18,1830
"Thriller",53,1830
"Drama",18,79
"Adventure",12,79
"Action",28,79
"History",36,79
"Action",28,54054
"Comedy",35,54054
"Crime",80,54054
"Action",28,228967
"Comedy",35,228967
"Adventure",12,46528
"Fantasy",14,46528
"Action",28,46528
"Western",37,46528
"Thriller",53,46528
"Comedy",35,73937
"Action",28,27936
"Comedy",35,27936
"Crime",80,27936
"Drama",18,65
"Adventure",12,280391
"Comedy",35,280391
"Animation",16,280391
"Adventure",12,9476
"Drama",18,9476
"Romance",10749,9476
"Action",28,9476
"Thriller",53,10610
"Fantasy",14,10610
"Action",28,10610
"Comedy",35,10610
"Mystery",9648,745
"Thriller",53,745
"Drama",18,745
"Drama",18,1885
"Drama",18,168672
"Crime",80,168672
"Comedy",35,18240
"Romance",10749,18240
"Drama",18,18240
"Crime",80,10398
"Drama",18,10398
"Mystery",9648,10398
"Thriller",53,10398
"Adventure",12,165
"Comedy",35,165
"Family",10751,165
"Science Fiction",878,165
"Action",28,240832
"Science Fiction",878,240832
"Comedy",35,257211
"Drama",18,216015
"Romance",10749,216015
"Thriller",53,216015
"Action",28,12279
"Adventure",12,12279
"Comedy",35,12279
"Family",10751,12279
"Science Fiction",878,12279
"Crime",80,1645
"Drama",18,1645
"Thriller",53,1645
"Comedy",35,11007
"Action",28,193756
"Drama",18,193756
"Thriller",53,193756
"War",10752,193756
"Comedy",35,11287
"Horror",27,259693
"Drama",18,37799
"Comedy",35,10184
"Romance",10749,10184
"Drama",18,10184
"Comedy",35,4257
"Horror",27,4234
"Mystery",9648,4234
"Adventure",12,196
"Comedy",35,196
"Family",10751,196
"Science Fiction",878,196
"Comedy",35,257091
"Action",28,323675
"Comedy",35,323675
"Romance",10749,6114
"Horror",27,6114
"Romance",10749,24803
"Drama",18,24803
"Drama",18,109410
"Thriller",53,1213
"Crime",80,1213
"Drama",18,1213
"Comedy",35,100042
"Adventure",12,9036
"Drama",18,9036
"Family",10751,9036
"Action",28,9361
"Adventure",12,9361
"Drama",18,9361
"History",36,9361
"Romance",10749,9361
"War",10752,9361
"Drama",18,1677
"Music",10402,1677
"Action",28,187
"Thriller",53,187
"Crime",80,187
"Drama",18,7461
"Action",28,7461
"Thriller",53,7461
"Crime",80,7461
"Comedy",35,16538
"Comedy",35,9889
"Romance",10749,9889
"Drama",18,820
"Thriller",53,820
"History",36,820
"Comedy",35,11565
"Crime",80,11565
"Action",28,6073
"Comedy",35,6073
"Crime",80,6073
"Romance",10749,6073
"Comedy",35,16996
"Comedy",35,193610
"Romance",10749,193610
"Horror",27,19912
"Mystery",9648,19912
"Action",28,11362
"Adventure",12,11362
"Drama",18,11362
"Thriller",53,11362
"Thriller",53,296098
"Drama",18,296098
"Action",28,8007
"Drama",18,8007
"Thriller",53,8007
"War",10752,8007
"Comedy",35,32823
"Drama",18,4380
"Romance",10749,4380
"Comedy",35,4380
"Comedy",35,11551
"Adventure",12,11551
"Fantasy",14,11551
"Science Fiction",878,11551
"Action",28,11551
"Action",28,10336
"Adventure",12,10336
"Fantasy",14,10336
"Horror",27,10336
"Science Fiction",878,10336
"Thriller",53,10336
"Crime",80,50348
"Drama",18,50348
"Thriller",53,50348
"Action",28,48138
"Mystery",9648,48138
"Thriller",53,48138
"Drama",18,1124
"Mystery",9648,1124
"Thriller",53,1124
"Comedy",35,227159
"Animation",16,68179
"Comedy",35,68179
"Adventure",12,68179
"Family",10751,68179
"Science Fiction",878,68179
"Action",28,1579
"Adventure",12,1579
"Drama",18,1579
"Thriller",53,1579
"Action",28,708
"Adventure",12,708
"Thriller",53,708
"Action",28,34851
"Science Fiction",878,34851
"Adventure",12,34851
"Thriller",53,34851
"Comedy",35,9930
"Crime",80,9930
"Drama",18,9930
"Romance",10749,9930
"Thriller",53,9930
"Thriller",53,1586
"Mystery",9648,1586
"Romance",10749,2044
"Drama",18,2044
"Mystery",9648,2044
"Drama",18,9913
"Horror",27,9913
"Mystery",9648,9913
"Thriller",53,9913
"Fantasy",14,71864
"Drama",18,71864
"Comedy",35,71864
"Family",10751,71864
"Comedy",35,10761
"Romance",10749,10761
"Music",10402,209451
"Drama",18,209451
"Drama",18,11975
"Crime",80,11975
"Thriller",53,11975
"Horror",27,4970
"Thriller",53,4970
"Drama",18,11831
"History",36,11831
"Mystery",9648,11831
"Adventure",12,9096
"Drama",18,10060
"Fantasy",14,440
"Action",28,440
"Science Fiction",878,440
"Thriller",53,440
"Horror",27,440
"Comedy",35,11011
"Family",10751,11011
"Drama",18,10641
"Romance",10749,10641
"Comedy",35,11172
"Music",10402,11172
"Romance",10749,11172
"Adventure",12,39513
"Comedy",35,39513
"Science Fiction",878,39513
"Comedy",35,82687
"Horror",27,41446
"Mystery",9648,41446
"Thriller",53,8224
"Crime",80,8224
"Mystery",9648,8224
"Drama",18,10537
"Music",10402,10537
"Comedy",35,225886
"Comedy",35,10385
"Drama",18,10385
"Horror",27,55779
"Mystery",9648,55779
"Comedy",35,10154
"Crime",80,10154
"Romance",10749,10154
"Drama",18,1921
"Romance",10749,1921
"Drama",18,10647
"Romance",10749,10647
"Comedy",35,11431
"Drama",18,11431
"Romance",10749,11431
"Comedy",35,8457
"Comedy",35,188161
"Western",37,188161
"Adventure",12,8850
"Fantasy",14,8850
"Action",28,8850
"Thriller",53,8850
"Science Fiction",878,8850
"Drama",18,64685
"Comedy",35,38357
"Drama",18,38357
"Romance",10749,38357
"Crime",80,11398
"Action",28,11398
"Adventure",12,11398
"Drama",18,1833
"Romance",10749,1833
"Drama",18,10391
"Horror",27,10391
"Thriller",53,10391
"Crime",80,10391
"Comedy",35,8970
"Fantasy",14,9306
"Horror",27,9306
"Science Fiction",878,9306
"Action",28,11370
"Adventure",12,11370
"Drama",18,11370
"Drama",18,12184
"Horror",27,1683
"Drama",18,203
"Crime",80,203
"Comedy",35,11858
"War",10752,11858
"Action",28,62835
"Thriller",53,62835
"Crime",80,62835
"Drama",18,62835
"Fantasy",14,18937
"Animation",16,18937
"Drama",18,18937
"Romance",10749,18937
"Family",10751,18937
"Crime",80,13536
"Drama",18,13536
"Mystery",9648,13536
"Drama",18,15556
"Romance",10749,15556
"Action",28,10718
"Drama",18,11062
"Thriller",53,11062
"Drama",18,10802
"Drama",18,1887
"History",36,1887
"Action",28,6071
"Crime",80,6071
"Drama",18,6071
"Thriller",53,6071
"Action",28,10461
"Drama",18,10461
"Thriller",53,10461
"Crime",80,10461
"Thriller",53,80278
"Drama",18,80278
"Adventure",12,10315
"Animation",16,10315
"Comedy",35,10315
"Family",10751,10315
"Comedy",35,16643
"Drama",18,16643
"Romance",10749,16643
"Comedy",35,2687
"Fantasy",14,2687
"Science Fiction",878,2687
"Comedy",35,194
"Romance",10749,194
"Comedy",35,11025
"Comedy",35,8849
"Adventure",12,78698
"Drama",18,78698
"Romance",10749,78698
"Drama",18,30943
"Mystery",9648,30943
"Horror",27,9544
"Thriller",53,9544
"Adventure",12,24418
"Fantasy",14,24418
"Action",28,24418
"Thriller",53,24418
"Action",28,7288
"Comedy",35,7288
"Thriller",53,7288
"Comedy",35,14655
"Music",10402,14655
"Action",28,24575
"Drama",18,24575
"Thriller",53,24575
"Action",28,10366
"Science Fiction",878,10366
"Action",28,19898
"Horror",27,19898
"Mystery",9648,19898
"Science Fiction",878,19898
"Thriller",53,19898
"Comedy",35,56715
"Fantasy",14,56715
"Science Fiction",878,56715
"Science Fiction",878,1272
"Thriller",53,1272
"Drama",18,72358
"Comedy",35,72358
"Adventure",12,20542
"Fantasy",14,20542
"Animation",16,20542
"Comedy",35,20542
"Science Fiction",878,20542
"Family",10751,20542
"Action",28,266396
"Drama",18,266396
"Crime",80,266396
"Adventure",12,9978
"Action",28,9978
"Family",10751,9978
"Drama",18,58882
"History",36,58882
"Thriller",53,8271
"Drama",18,8271
"Mystery",9648,8271
"Action",28,10428
"Crime",80,10428
"Thriller",53,10428
"Drama",18,10428
"Action",28,5353
"Adventure",12,5353
"Thriller",53,5353
"Drama",18,5353
"Comedy",35,11934
"Drama",18,11934
"Action",28,14392
"Drama",18,14392
"History",36,14392
"Action",28,19495
"History",36,19495
"War",10752,19495
"Action",28,110415
"Science Fiction",878,110415
"Drama",18,110415
"Adventure",12,77459
"Animation",16,77459
"Comedy",35,77459
"Family",10751,77459
"Fantasy",14,77459
"Action",28,26486
"Comedy",35,26486
"Fantasy",14,9495
"Action",28,9495
"Thriller",53,9495
"Action",28,256040
"Adventure",12,256040
"War",10752,256040
"History",36,256040
"Drama",18,24420
"Romance",10749,24420
"Fantasy",14,24420
"Comedy",35,1257
"Animation",16,62214
"Comedy",35,62214
"Family",10751,62214
"Science Fiction",878,16320
"Action",28,16320
"Adventure",12,16320
"Thriller",53,16320
"Romance",10749,8842
"Drama",18,8842
"Comedy",35,9531
"Action",28,9531
"Adventure",12,9531
"Fantasy",14,9531
"Science Fiction",878,9531
"Comedy",35,64807
"Adventure",12,12289
"Drama",18,12289
"Action",28,12289
"Comedy",35,11529
"Romance",10749,11529
"Action",28,9488
"Adventure",12,9488
"Family",10751,9488
"Science Fiction",878,193
"Action",28,193
"Adventure",12,193
"Thriller",53,193
"Action",28,44865
"Drama",18,44865
"History",36,44865
"Drama",18,55787
"Romance",10749,55787
"Adventure",12,257932
"Family",10751,257932
"Fantasy",14,257932
"Animation",16,257932
"Drama",18,10400
"Drama",18,1957
"Thriller",53,1957
"Action",28,256961
"Comedy",35,256961
"Family",10751,256961
"Drama",18,5852
"Romance",10749,5852
"Thriller",53,5852
"Comedy",35,12312
"Horror",27,622
"Mystery",9648,622
"Thriller",53,622
"Drama",18,11306
"Thriller",53,11306
"Music",10402,12508
"Drama",18,12508
"Comedy",35,12508
"Drama",18,25793
"Action",28,10534
"Drama",18,10534
"Horror",27,1091
"Mystery",9648,1091
"Science Fiction",878,1091
"Science Fiction",878,87421
"Action",28,87421
"Thriller",53,87421
"Action",28,10871
"Adventure",12,10871
"Mystery",9648,10871
"Thriller",53,10871
"Action",28,13503
"Western",37,13503
"Adventure",12,13600
"Family",10751,13600
"Fantasy",14,13600
"Drama",18,5126
"Drama",18,68722
"Adventure",12,14324
"Action",28,14324
"Comedy",35,14324
"Romance",10749,14324
"Drama",18,14325
"Adventure",12,299687
"Science Fiction",878,299687
"Drama",18,312221
"Crime",80,23168
"Drama",18,23168
"Thriller",53,23168
"Drama",18,10219
"Romance",10749,10219
"Romance",10749,76494
"Comedy",35,76494
"Drama",18,76494
"Comedy",35,4944
"Drama",18,4944
"Adventure",12,10488
"Comedy",35,10488
"Family",10751,10488
"Fantasy",14,10488
"Drama",18,96721
"Action",28,96721
"Drama",18,334
"Action",28,23742
"Comedy",35,23742
"Crime",80,23742
"Adventure",12,8966
"Fantasy",14,8966
"Drama",18,8966
"Romance",10749,8966
"Drama",18,8470
"Thriller",53,8470
"Crime",80,8470
"Action",28,11001
"Comedy",35,11001
"Crime",80,11001
"Comedy",35,138832
"Crime",80,138832
"Action",28,16911
"Fantasy",14,16911
"Science Fiction",878,16911
"Thriller",53,16911
"Drama",18,2163
"Action",28,2163
"Thriller",53,2163
"Adventure",12,36670
"Action",28,36670
"Thriller",53,36670
"Science Fiction",878,23048
"Comedy",35,23048
"Adventure",12,23048
"Family",10751,227735
"Drama",18,227735
"Thriller",53,2155
"Action",28,8409
"Drama",18,8409
"Drama",18,222936
"Comedy",35,222936
"Romance",10749,222936
"History",36,31908
"Drama",18,31908
"Drama",18,48171
"Thriller",53,48171
"Horror",27,48171
"Thriller",53,782
"Science Fiction",878,782
"Mystery",9648,782
"Romance",10749,782
"Drama",18,75531
"Comedy",35,75531
"Animation",16,11802
"Family",10751,11802
"Comedy",35,9776
"Comedy",35,18785
"Adventure",12,817
"Comedy",35,817
"Crime",80,817
"Science Fiction",878,817
"Fantasy",14,268
"Action",28,268
"Drama",18,45054
"Adventure",12,943
"Action",28,943
"Comedy",35,943
"Thriller",53,943
"Crime",80,943
"Drama",18,22881
"Action",28,10054
"Comedy",35,10054
"Family",10751,10054
"Adventure",12,10054
"Adventure",12,6116
"Fantasy",14,6116
"Drama",18,6116
"Comedy",35,6116
"Music",10402,6116
"Comedy",35,51540
"Crime",80,51540
"Drama",18,44264
"Adventure",12,44264
"Western",37,44264
"Comedy",35,350
"Drama",18,350
"Romance",10749,350
"Science Fiction",878,152
"Adventure",12,152
"Mystery",9648,152
"Comedy",35,109431
"Crime",80,109431
"Crime",80,1598
"Thriller",53,1598
"Comedy",35,5516
"Crime",80,5516
"Thriller",53,5516
"Drama",18,8065
"Crime",80,8065
"Comedy",35,271718
"Comedy",35,11638
"Romance",10749,11638
"Drama",18,409
"Romance",10749,409
"War",10752,409
"Crime",80,2118
"Drama",18,2118
"Mystery",9648,2118
"Thriller",53,2118
"Adventure",12,11459
"Comedy",35,11459
"Family",10751,11459
"Science Fiction",878,9348
"Horror",27,9348
"Action",28,9348
"Horror",27,377
"Horror",27,8843
"Science Fiction",878,8843
"Thriller",53,8843
"Action",28,9313
"Adventure",12,9313
"Drama",18,9313
"Drama",18,39486
"Adventure",12,1273
"Animation",16,1273
"Comedy",35,1273
"Family",10751,1273
"Drama",18,13920
"Romance",10749,50544
"Comedy",35,50544
"Comedy",35,325133
"Comedy",35,140823
"Drama",18,140823
"History",36,140823
"Drama",18,1883
"History",36,1883
"Comedy",35,89492
